OrderID,OrderDate,CustomerID,City,Region,Channel,Category,Product,Quantity,UnitPrice,Revenue,ReturnFlag,DeliveryDays,Rating
302,2024-06-14,2587,Bengaluru,NE,Website,Beauty,Product44,2,2484,4968,Yes,7,5
303,2024-01-14,2564,Bengaluru,NE,Website,Fashion,Product59,5,4814,24070,No,6,3
304,2024-05-09,1491,Hyderabad,North,Social,Sports,Product24,3,638,1914,No,7,4
305,2024-04-03,1987,Kolkata,NE,Mobile App,Beauty,Product62,2,2861,5722,No,4,2
306,2024-10-08,2220,Mumbai,NE,Mobile App,Sports,Product70,1,4290,4290,No,4,2
307,2024-04-21,2634,Delhi,East,Other,Books,Product60,2,3561,7122,No,5,3
308,2024-07-20,1106,Delhi,West,Mobile App,Fashion,Product39,3,3034,9102,Yes,7,1
309,2024-01-15,2768,Delhi,West,Other,Beauty,Product5,2,2322,4644,No,6,3
310,2024-05-23,2753,Delhi,NE,Social,Fashion,Product29,5,1554,7770,No,1,5
311,2024-02-24,2290,Kolkata,North,Other,Beauty,Product81,1,405,405,No,5,1
312,2024-02-24,2601,Bengaluru,North,Social,Fashion,Product71,5,732,3660,No,6,5
313,2024-01-24,2411,Delhi,North,Website,Home,Product79,4,1463,5852,No,4,2
314,2024-01-19,2081,Delhi,NE,Mobile App,Fashion,Product59,2,3827,7654,No,6,2
315,2024-09-08,1071,Bengaluru,East,Social,Beauty,Product22,5,2013,10065,No,2,3
316,2024-05-13,1868,Delhi,West,Social,Beauty,Product17,4,3788,15152,No,1,5
317,2024-03-28,1055,Mumbai,South,Social,Fashion,Product66,2,2373,4746,No,5,4
318,2024-06-21,2935,Hyderabad,South,Social,Fashion,Product66,2,2301,4602,No,2,3
319,2024-05-08,1928,Delhi,NE,Website,Electronics,Product20,3,2075,6225,No,1,2
320,2024-04-09,2449,Pune,NE,Other,Fashion,Product92,3,530,1590,No,2,1
321,2024-04-06,1616,Mumbai,NE,Website,Books,Product74,3,4282,12846,No,6,5
322,2024-09-18,1007,Hyderabad,North,Other,Beauty,Product10,3,4178,12534,No,6,4
323,2024-10-11,2820,Bengaluru,North,Mobile App,Sports,Product70,5,4860,24300,No,5,1
324,2024-05-27,2510,Pune,West,Social,Home,Product84,4,2807,11228,No,5,3
325,2024-04-28,2415,Mumbai,East,Mobile App,Electronics,Product8,1,3615,3615,No,6,5
326,2024-01-14,2648,Mumbai,NE,Social,Books,Product65,3,3832,11496,No,5,1
327,2024-10-17,1471,Mumbai,South,Mobile App,Beauty,Product91,3,3968,11904,No,5,5
328,2024-10-04,1885,Delhi,West,Social,Beauty,Product67,1,1269,1269,No,1,1
329,2024-12-15,1360,Delhi,NE,Social,Home,Product21,5,4010,20050,No,2,3
330,2024-12-03,2582,Delhi,NE,Mobile App,Beauty,Product93,1,1320,1320,No,7,1
331,2024-08-09,2221,Bengaluru,NE,Mobile App,Fashion,Product55,5,3060,15300,No,3,1
332,2024-11-17,2248,Kolkata,South,Mobile App,Books,Product86,5,1200,6000,No,6,5
333,2024-03-16,1661,Bengaluru,South,Mobile App,Beauty,Product76,5,1094,5470,No,4,1
334,2024-08-02,1225,Pune,East,Website,Sports,Product74,2,699,1398,Yes,7,4
335,2024-09-16,2012,Bengaluru,West,Mobile App,Sports,Product73,3,2803,8409,No,4,2
336,2024-06-06,1903,Mumbai,NE,Other,Electronics,Product17,2,4937,9874,No,7,1
337,2024-02-05,1952,Hyderabad,West,Other,Beauty,Product9,2,1870,3740,No,7,2
338,2024-08-08,2540,Kolkata,East,Other,Sports,Product98,1,1965,1965,No,1,1
339,2024-08-05,1106,Delhi,East,Website,Fashion,Product11,5,1225,6125,No,2,3
340,2024-06-23,1026,Mumbai,South,Other,Books,Product29,2,3866,7732,No,3,2
341,2024-06-14,2912,Bengaluru,South,Social,Books,Product31,2,2984,5968,No,5,1
342,2024-01-20,2924,Hyderabad,West,Website,Beauty,Product10,1,4022,4022,No,5,2
343,2024-12-27,1831,Pune,NE,Website,Electronics,Product91,2,207,414,No,1,2
344,2024-11-04,1322,Kolkata,East,Mobile App,Beauty,Product41,3,4015,12045,No,4,5
345,2024-04-23,1162,Bengaluru,NE,Other,Fashion,Product19,1,1257,1257,No,6,2
346,2024-06-04,2997,Kolkata,NE,Website,Electronics,Product46,2,1880,3760,No,6,4
347,2024-09-25,2798,Kolkata,West,Other,Beauty,Product79,3,2216,6648,No,3,2
348,2024-02-22,2624,Delhi,North,Website,Beauty,Product98,4,1030,4120,No,5,2
349,2024-03-28,1517,Pune,West,Other,Electronics,Product29,3,4148,12444,No,3,3
350,2024-07-23,2107,Bengaluru,NE,Other,Fashion,Product3,1,4399,4399,Yes,1,5
351,2024-03-19,1114,Mumbai,South,Mobile App,Home,Product51,1,2210,2210,No,3,2
352,2024-01-22,1840,Delhi,East,Website,Beauty,Product65,2,1226,2452,No,1,4
353,2024-04-02,2323,Hyderabad,West,Social,Home,Product63,3,209,627,Yes,6,2
354,2024-02-23,1506,Delhi,South,Social,Books,Product25,5,1520,7600,No,1,2
355,2024-07-02,1523,Delhi,South,Social,Fashion,Product20,3,1611,4833,No,5,3
356,2024-10-15,1553,Mumbai,North,Mobile App,Beauty,Product53,2,1838,3676,No,2,2
357,2024-04-22,1013,Delhi,NE,Other,Home,Product71,4,1460,5840,No,7,3
358,2024-03-21,2180,Pune,East,Mobile App,Fashion,Product20,5,3177,15885,No,6,1
359,2024-05-01,2293,Bengaluru,South,Mobile App,Electronics,Product85,1,3956,3956,No,3,3
360,2024-05-13,1850,Pune,West,Mobile App,Books,Product34,3,2547,7641,No,6,4
361,2024-06-20,2964,Bengaluru,North,Social,Electronics,Product74,5,1415,7075,No,1,4
362,2024-09-21,1989,Hyderabad,North,Website,Sports,Product78,1,3156,3156,No,3,3
363,2024-12-01,1851,Hyderabad,West,Mobile App,Sports,Product92,4,1939,7756,No,5,2
364,2024-11-26,1927,Delhi,South,Website,Beauty,Product34,1,1046,1046,No,3,1
365,2024-08-27,2476,Bengaluru,South,Other,Electronics,Product88,2,4216,8432,No,4,2
366,2024-09-16,1984,Hyderabad,North,Social,Home,Product72,3,2677,8031,No,7,4
367,2024-10-08,2421,Bengaluru,NE,Website,Home,Product66,1,764,764,No,7,5
368,2024-09-23,2981,Pune,NE,Website,Electronics,Product49,5,3324,16620,No,1,2
369,2024-11-02,1993,Hyderabad,South,Social,Books,Product44,4,4907,19628,No,5,1
370,2024-01-28,2535,Mumbai,West,Mobile App,Fashion,Product48,4,4166,16664,No,2,3
371,2024-09-20,2645,Mumbai,NE,Mobile App,Home,Product52,2,2213,4426,No,2,2
372,2024-04-21,2045,Delhi,South,Social,Home,Product63,2,4401,8802,No,5,2
373,2024-09-05,1084,Kolkata,East,Other,Books,Product31,2,1176,2352,No,6,1
374,2024-10-12,1065,Delhi,East,Mobile App,Sports,Product86,2,1283,2566,No,4,3
375,2024-10-08,1460,Kolkata,NE,Mobile App,Home,Product11,1,2458,2458,Yes,1,4
376,2024-10-12,1180,Delhi,South,Social,Fashion,Product80,1,3522,3522,No,2,5
377,2024-10-12,1286,Pune,North,Website,Electronics,Product91,3,4475,13425,No,2,5
378,2024-01-04,2189,Mumbai,East,Website,Sports,Product55,5,455,2275,No,4,1
379,2024-02-24,2104,Pune,West,Mobile App,Fashion,Product17,5,3744,18720,No,2,5
380,2024-05-22,1174,Bengaluru,North,Mobile App,Fashion,Product85,4,2038,8152,No,6,5
381,2024-06-06,2563,Pune,South,Website,Fashion,Product92,4,2480,9920,No,5,5
382,2024-02-28,1954,Pune,North,Website,Beauty,Product79,3,3205,9615,No,6,2
383,2024-07-24,1874,Delhi,South,Social,Beauty,Product76,3,1689,5067,No,5,1
384,2024-01-15,2524,Bengaluru,East,Mobile App,Sports,Product97,2,4493,8986,No,7,4
385,2024-08-19,1522,Pune,NE,Social,Fashion,Product27,1,662,662,No,7,4
386,2024-06-05,1397,Bengaluru,East,Social,Sports,Product70,2,2683,5366,No,1,3
387,2024-10-25,1448,Delhi,West,Mobile App,Books,Product8,1,4900,4900,Yes,5,4
388,2024-06-20,2688,Mumbai,NE,Social,Books,Product58,5,2629,13145,No,4,1
389,2024-02-02,1552,Kolkata,NE,Mobile App,Books,Product52,5,3978,19890,No,3,4
390,2024-01-10,1665,Hyderabad,South,Other,Home,Product85,5,2358,11790,No,4,2
391,2024-04-19,2062,Delhi,NE,Social,Books,Product84,1,2984,2984,No,6,4
392,2024-09-11,1505,Kolkata,North,Website,Electronics,Product13,3,4316,12948,No,1,5
393,2024-04-03,2655,Bengaluru,East,Other,Beauty,Product74,4,2478,9912,No,6,1
394,2024-09-26,2873,Mumbai,North,Mobile App,Electronics,Product85,1,2583,2583,No,6,1
395,2024-07-14,2650,Delhi,West,Website,Beauty,Product50,1,4026,4026,No,4,5
396,2024-09-23,1614,Mumbai,North,Website,Sports,Product16,5,4652,23260,No,1,2
397,2024-10-08,1846,Pune,North,Mobile App,Electronics,Product90,3,2785,8355,No,2,2
398,2024-01-18,1880,Mumbai,North,Mobile App,Books,Product78,1,3538,3538,No,4,1
399,2024-12-05,2255,Hyderabad,NE,Website,Home,Product73,5,4559,22795,No,3,2
400,2024-05-02,2540,Pune,East,Social,Beauty,Product61,5,479,2395,No,3,5
401,2024-08-06,1806,Hyderabad,NE,Social,Home,Product33,3,2847,8541,No,3,5
402,2024-02-23,1423,Kolkata,NE,Website,Books,Product44,2,609,1218,No,6,2
403,2024-07-14,1007,Hyderabad,North,Other,Home,Product14,2,4259,8518,No,7,3
404,2024-03-28,2477,Delhi,West,Other,Home,Product59,4,3199,12796,Yes,3,5
405,2024-01-19,1106,Mumbai,East,Social,Books,Product14,3,1204,3612,No,5,5
406,2024-06-23,2969,Delhi,North,Social,Beauty,Product24,4,2603,10412,No,7,3
407,2024-09-19,2951,Pune,North,Website,Sports,Product68,5,1139,5695,No,6,5
408,2024-02-01,2864,Delhi,South,Other,Fashion,Product13,1,2145,2145,No,4,4
409,2024-02-12,2393,Hyderabad,West,Website,Fashion,Product23,2,255,510,Yes,6,4
410,2024-05-14,2532,Bengaluru,South,Mobile App,Beauty,Product20,2,1964,3928,No,1,4
411,2024-02-19,1562,Mumbai,South,Mobile App,Beauty,Product39,3,3854,11562,No,1,2
412,2024-02-15,1011,Delhi,West,Social,Books,Product12,4,748,2992,No,5,2
413,2024-11-14,2536,Pune,NE,Website,Fashion,Product23,5,3979,19895,No,4,5
414,2024-12-13,2429,Kolkata,NE,Other,Sports,Product33,5,1960,9800,No,2,1
415,2024-07-18,1076,Pune,East,Social,Fashion,Product77,5,4974,24870,No,5,4
416,2024-10-02,2513,Bengaluru,South,Other,Fashion,Product21,3,1177,3531,No,3,4
417,2024-01-27,1117,Kolkata,South,Mobile App,Fashion,Product53,5,1268,6340,No,7,4
418,2024-09-07,1590,Mumbai,North,Website,Fashion,Product46,5,2826,14130,Yes,6,5
419,2024-01-28,1180,Delhi,NE,Mobile App,Beauty,Product88,4,2026,8104,No,3,1
420,2024-06-28,1416,Bengaluru,West,Other,Books,Product54,5,1630,8150,No,1,5
421,2024-11-15,1311,Pune,NE,Social,Sports,Product14,4,4092,16368,No,6,5
422,2024-11-08,2396,Bengaluru,East,Other,Home,Product79,1,2891,2891,No,3,4
423,2024-11-04,1612,Mumbai,South,Mobile App,Electronics,Product97,2,1880,3760,No,2,5
424,2024-05-18,1159,Pune,East,Mobile App,Sports,Product61,1,679,679,No,3,1
425,2024-12-25,2176,Bengaluru,NE,Other,Beauty,Product18,2,3305,6610,Yes,4,2
426,2024-02-24,2892,Pune,South,Website,Books,Product36,3,845,2535,No,1,1
427,2024-03-10,2739,Kolkata,East,Website,Fashion,Product27,4,1074,4296,Yes,1,1
428,2024-08-01,2346,Hyderabad,NE,Mobile App,Electronics,Product34,4,1751,7004,No,6,2
429,2024-02-06,2054,Bengaluru,NE,Other,Sports,Product93,5,4963,24815,No,4,2
430,2024-02-25,2781,Bengaluru,South,Website,Beauty,Product23,3,3788,11364,Yes,7,3
431,2024-07-26,1709,Delhi,West,Other,Home,Product34,1,4855,4855,No,1,1
432,2024-12-08,2200,Pune,NE,Mobile App,Electronics,Product63,2,4955,9910,No,2,4
433,2024-10-22,2609,Kolkata,West,Mobile App,Books,Product16,1,4253,4253,No,6,2
434,2024-08-26,2107,Bengaluru,South,Social,Beauty,Product48,3,1503,4509,No,5,5
435,2024-06-04,1791,Hyderabad,North,Social,Books,Product95,2,1270,2540,No,3,5
436,2024-10-15,1016,Pune,West,Social,Beauty,Product47,3,1418,4254,Yes,2,2
437,2024-12-22,2928,Delhi,NE,Mobile App,Beauty,Product93,5,1702,8510,No,2,3
438,2024-07-27,1915,Bengaluru,NE,Website,Home,Product57,3,994,2982,No,1,3
439,2024-03-26,2317,Delhi,South,Social,Beauty,Product68,1,4927,4927,No,5,1
440,2024-02-18,2790,Mumbai,South,Website,Books,Product46,3,4197,12591,No,1,5
441,2024-12-05,2832,Pune,North,Other,Electronics,Product9,1,2623,2623,No,5,4
442,2024-03-03,2563,Mumbai,South,Website,Electronics,Product32,2,4507,9014,No,4,1
443,2024-04-15,1496,Kolkata,North,Mobile App,Books,Product45,5,1728,8640,Yes,7,4
444,2024-06-12,1468,Mumbai,West,Social,Electronics,Product45,5,2162,10810,No,1,4
445,2024-09-26,1308,Mumbai,West,Other,Beauty,Product90,3,2958,8874,Yes,1,4
446,2024-12-25,1850,Kolkata,South,Mobile App,Home,Product5,2,2034,4068,No,1,3
447,2024-11-11,2865,Bengaluru,West,Website,Home,Product21,1,4530,4530,No,1,4
448,2024-08-19,1118,Kolkata,East,Social,Home,Product19,4,2809,11236,No,7,5
449,2024-10-08,1900,Hyderabad,NE,Website,Electronics,Product23,1,565,565,Yes,1,2
450,2024-07-25,2945,Bengaluru,South,Website,Sports,Product74,3,934,2802,Yes,2,2
451,2024-02-21,2500,Delhi,North,Mobile App,Home,Product48,4,2392,9568,Yes,1,2
452,2024-08-14,2913,Kolkata,NE,Mobile App,Fashion,Product19,3,4581,13743,No,3,1
453,2024-02-19,2181,Kolkata,West,Social,Fashion,Product24,3,1743,5229,No,6,3
454,2024-02-18,1286,Bengaluru,NE,Other,Beauty,Product37,1,4238,4238,Yes,4,1
455,2024-07-01,2944,Mumbai,North,Other,Books,Product18,2,1300,2600,No,2,1
456,2024-09-23,1369,Pune,West,Social,Beauty,Product2,1,4749,4749,Yes,3,1
457,2024-04-02,1076,Kolkata,West,Website,Sports,Product39,5,3285,16425,No,3,2
458,2024-03-07,2218,Pune,East,Mobile App,Beauty,Product9,3,4049,12147,No,2,4
459,2024-10-18,1800,Kolkata,South,Mobile App,Home,Product24,1,2075,2075,No,6,3
460,2024-02-19,2325,Hyderabad,East,Social,Electronics,Product47,5,299,1495,Yes,6,1
461,2024-01-04,1048,Mumbai,East,Other,Books,Product20,4,1194,4776,No,2,2
462,2024-10-19,2320,Hyderabad,South,Mobile App,Beauty,Product70,5,2443,12215,No,4,1
463,2024-01-12,2175,Mumbai,South,Website,Sports,Product84,5,4015,20075,No,3,5
464,2024-06-19,2119,Bengaluru,NE,Social,Books,Product14,3,2362,7086,No,6,1
465,2024-11-21,1466,Delhi,East,Website,Beauty,Product63,3,1838,5514,No,6,4
466,2024-10-08,1689,Kolkata,NE,Website,Sports,Product15,1,3865,3865,No,2,2
467,2024-10-08,1580,Kolkata,South,Mobile App,Beauty,Product79,4,2583,10332,No,6,2
468,2024-09-25,1581,Mumbai,NE,Other,Sports,Product65,4,1839,7356,No,6,1
469,2024-09-09,2201,Mumbai,East,Mobile App,Electronics,Product53,5,1616,8080,No,6,4
470,2024-07-13,1148,Hyderabad,West,Other,Electronics,Product83,4,4147,16588,Yes,5,3
471,2024-06-28,1683,Bengaluru,North,Website,Fashion,Product46,3,3839,11517,No,2,3
472,2024-02-22,1821,Kolkata,West,Social,Electronics,Product79,1,3144,3144,No,7,3
473,2024-08-04,1420,Bengaluru,East,Other,Sports,Product13,1,477,477,No,5,2
474,2024-04-26,2371,Bengaluru,North,Website,Home,Product78,3,4259,12777,No,1,4
475,2024-06-04,1913,Hyderabad,NE,Social,Books,Product89,1,4836,4836,No,3,5
476,2024-11-09,2950,Pune,NE,Other,Electronics,Product83,4,3765,15060,Yes,4,4
477,2024-01-28,2046,Mumbai,NE,Website,Books,Product86,1,4742,4742,No,4,1
478,2024-09-11,1049,Mumbai,NE,Mobile App,Electronics,Product35,4,2051,8204,No,1,5
479,2024-04-13,1190,Pune,West,Social,Electronics,Product33,5,394,1970,No,3,4
480,2024-08-04,2323,Bengaluru,North,Other,Fashion,Product60,4,1498,5992,No,1,3
481,2024-03-02,2799,Kolkata,West,Social,Beauty,Product50,4,1526,6104,Yes,4,5
482,2024-07-11,1728,Delhi,West,Social,Books,Product95,4,1478,5912,No,4,3
483,2024-02-16,1652,Bengaluru,West,Website,Books,Product67,2,3296,6592,No,7,1
484,2024-07-24,1135,Pune,West,Social,Beauty,Product99,2,276,552,No,6,2
485,2024-05-21,2166,Bengaluru,East,Other,Fashion,Product61,3,4421,13263,No,7,2
486,2024-10-22,1413,Hyderabad,NE,Mobile App,Home,Product30,3,3233,9699,No,1,5
487,2024-09-09,2328,Delhi,West,Mobile App,Fashion,Product15,4,3428,13712,No,7,3
488,2024-04-08,2131,Pune,East,Other,Home,Product68,1,3278,3278,No,4,1
489,2024-03-27,1279,Delhi,South,Social,Home,Product53,3,4957,14871,No,2,2
490,2024-11-15,1849,Hyderabad,NE,Website,Sports,Product56,4,3072,12288,Yes,4,4
491,2024-06-02,1128,Pune,West,Other,Beauty,Product81,5,2815,14075,No,3,3
492,2024-05-13,1101,Pune,South,Social,Home,Product96,1,2736,2736,No,6,2
493,2024-01-27,2973,Delhi,NE,Social,Fashion,Product50,5,4179,20895,No,2,5
494,2024-09-14,1363,Delhi,South,Website,Electronics,Product71,4,2455,9820,Yes,7,3
495,2024-08-17,2543,Delhi,West,Social,Books,Product36,1,4388,4388,No,4,2
496,2024-03-06,2217,Mumbai,South,Other,Books,Product86,3,247,741,No,2,3
497,2024-10-11,2953,Mumbai,North,Mobile App,Sports,Product38,4,2620,10480,No,7,1
498,2024-02-19,1349,Pune,North,Website,Fashion,Product65,4,1907,7628,No,3,1
499,2024-06-23,1011,Delhi,NE,Mobile App,Home,Product23,3,1873,5619,No,3,3
500,2024-02-20,1555,Hyderabad,West,Other,Fashion,Product8,1,4478,4478,No,2,3
501,2024-06-21,2733,Pune,North,Social,Sports,Product49,3,4542,13626,No,2,3
502,2024-07-25,2833,Pune,South,Mobile App,Books,Product54,2,1614,3228,No,6,2
503,2024-11-13,2062,Hyderabad,West,Mobile App,Fashion,Product62,3,2660,7980,No,6,2
504,2024-04-05,1941,Kolkata,North,Social,Beauty,Product91,4,4059,16236,No,3,5
505,2024-01-02,1360,Pune,East,Social,Sports,Product52,5,4785,23925,No,1,2
506,2024-08-21,1264,Hyderabad,NE,Social,Sports,Product20,1,1393,1393,No,1,3
507,2024-12-24,2752,Delhi,West,Mobile App,Home,Product35,1,2273,2273,No,3,4
508,2024-06-24,2116,Pune,NE,Social,Electronics,Product63,2,4746,9492,No,2,4
509,2024-12-26,2637,Pune,East,Social,Electronics,Product47,2,2847,5694,No,2,2
510,2024-05-17,2204,Hyderabad,West,Social,Electronics,Product18,4,4382,17528,No,7,4
511,2024-08-26,2327,Delhi,West,Website,Books,Product96,2,4384,8768,No,6,5
512,2024-08-14,2910,Pune,NE,Website,Electronics,Product5,1,2150,2150,No,5,2
513,2024-11-04,2379,Kolkata,West,Social,Sports,Product88,2,335,670,No,6,4
514,2024-04-21,1647,Delhi,East,Social,Sports,Product41,3,4480,13440,No,4,2
515,2024-07-04,1525,Mumbai,West,Mobile App,Fashion,Product18,5,1978,9890,No,4,4
516,2024-11-14,2712,Delhi,West,Other,Fashion,Product21,4,4892,19568,No,6,3
517,2024-04-17,2253,Pune,North,Mobile App,Books,Product19,5,502,2510,No,5,4
518,2024-08-27,2182,Kolkata,South,Other,Books,Product75,2,1416,2832,No,6,4
519,2024-06-08,1133,Hyderabad,NE,Social,Sports,Product91,3,2824,8472,No,4,3
520,2024-07-20,1813,Mumbai,South,Social,Fashion,Product76,5,2379,11895,No,4,1
521,2024-07-09,2028,Mumbai,East,Social,Home,Product40,4,3963,15852,No,2,4
522,2024-03-03,2463,Pune,NE,Social,Books,Product53,3,3606,10818,Yes,4,2
523,2024-10-07,2653,Mumbai,South,Mobile App,Home,Product10,4,1731,6924,No,1,4
524,2024-06-01,2270,Kolkata,North,Other,Books,Product95,2,660,1320,No,5,4
525,2024-04-06,1364,Mumbai,East,Website,Fashion,Product88,2,3843,7686,No,2,5
526,2024-08-23,2380,Bengaluru,North,Mobile App,Electronics,Product37,2,1859,3718,No,5,1
527,2024-10-16,1173,Kolkata,NE,Other,Beauty,Product74,3,1786,5358,No,1,3
528,2024-02-23,2999,Mumbai,North,Other,Electronics,Product52,3,4491,13473,No,6,3
529,2024-11-13,2104,Mumbai,South,Social,Fashion,Product29,3,1649,4947,Yes,1,1
530,2024-08-27,2067,Bengaluru,NE,Social,Electronics,Product72,1,3181,3181,No,5,1
531,2024-07-08,2825,Hyderabad,South,Other,Home,Product73,2,3802,7604,No,2,3
532,2024-08-07,2903,Mumbai,West,Mobile App,Electronics,Product96,2,2478,4956,No,7,3
533,2024-06-05,2257,Pune,North,Social,Electronics,Product19,3,2666,7998,No,5,3
534,2024-10-21,2654,Mumbai,NE,Website,Home,Product24,1,473,473,No,1,4
535,2024-11-24,2790,Bengaluru,NE,Other,Books,Product51,2,749,1498,No,2,2
536,2024-12-07,1050,Bengaluru,South,Other,Books,Product17,4,4514,18056,No,4,5
537,2024-12-26,1793,Bengaluru,North,Social,Home,Product84,5,2196,10980,No,5,1
538,2024-05-02,1010,Mumbai,East,Other,Home,Product96,2,3248,6496,Yes,3,5
539,2024-11-04,2380,Pune,NE,Mobile App,Electronics,Product5,5,4896,24480,No,6,5
540,2024-06-27,1067,Bengaluru,NE,Social,Sports,Product28,1,1822,1822,No,4,3
541,2024-07-27,1480,Mumbai,North,Other,Beauty,Product52,2,625,1250,No,2,2
542,2024-03-12,1515,Delhi,West,Mobile App,Beauty,Product62,3,4527,13581,No,5,3
543,2024-01-03,1332,Delhi,East,Website,Books,Product66,1,772,772,No,1,5
544,2024-07-04,2255,Bengaluru,East,Website,Beauty,Product70,2,4922,9844,No,4,1
545,2024-04-01,2202,Delhi,West,Social,Electronics,Product49,4,3457,13828,No,5,4
546,2024-03-20,2180,Delhi,West,Mobile App,Books,Product55,2,3861,7722,No,5,1
547,2024-05-15,1089,Hyderabad,North,Website,Electronics,Product38,3,2454,7362,No,1,4
548,2024-06-19,2939,Delhi,North,Other,Sports,Product83,5,1394,6970,No,5,3
549,2024-02-21,2183,Kolkata,NE,Mobile App,Beauty,Product36,3,4194,12582,No,7,2
550,2024-11-14,1865,Hyderabad,NE,Other,Electronics,Product52,4,3636,14544,No,7,1
551,2024-05-22,1106,Mumbai,NE,Social,Beauty,Product60,1,3033,3033,No,7,1
552,2024-05-04,2558,Pune,North,Other,Fashion,Product13,3,1491,4473,No,5,2
553,2024-11-22,2747,Bengaluru,North,Social,Beauty,Product60,4,3510,14040,No,2,1
554,2024-10-26,2793,Mumbai,South,Website,Fashion,Product81,2,893,1786,No,4,1
555,2024-09-07,2854,Pune,South,Other,Electronics,Product72,4,2987,11948,No,6,2
556,2024-03-16,2854,Bengaluru,East,Other,Sports,Product33,3,504,1512,No,1,1
557,2024-04-18,2218,Mumbai,NE,Social,Books,Product65,5,3440,17200,No,7,1
558,2024-03-22,2851,Delhi,East,Mobile App,Books,Product54,2,2240,4480,No,1,3
559,2024-09-06,1384,Hyderabad,NE,Social,Electronics,Product22,3,4201,12603,No,6,2
560,2024-09-14,2695,Mumbai,NE,Website,Books,Product70,2,2328,4656,No,7,4
561,2024-04-21,2650,Kolkata,North,Other,Electronics,Product93,4,2313,9252,No,4,1
562,2024-06-14,1903,Kolkata,West,Other,Sports,Product88,5,4724,23620,No,7,4
563,2024-11-04,1434,Delhi,NE,Other,Fashion,Product11,1,3548,3548,No,5,1
564,2024-02-09,1414,Mumbai,NE,Social,Sports,Product22,2,4389,8778,No,1,2
565,2024-01-27,2555,Bengaluru,North,Social,Fashion,Product51,4,3172,12688,No,5,2
566,2024-08-22,2354,Hyderabad,South,Other,Beauty,Product35,2,3866,7732,Yes,7,2
567,2024-03-01,2180,Kolkata,East,Social,Beauty,Product15,3,4461,13383,Yes,6,2
568,2024-04-17,1039,Pune,North,Website,Sports,Product25,1,3226,3226,Yes,6,2
569,2024-09-05,2828,Hyderabad,NE,Social,Beauty,Product34,3,2448,7344,No,4,4
570,2024-06-10,2587,Delhi,NE,Website,Home,Product32,1,4970,4970,No,5,3
571,2024-08-04,1489,Pune,South,Website,Sports,Product13,2,4994,9988,No,5,4
572,2024-12-16,1441,Pune,North,Other,Home,Product96,4,3704,14816,No,5,1
573,2024-05-09,2422,Kolkata,North,Other,Home,Product60,4,1606,6424,Yes,1,1
574,2024-08-10,1384,Delhi,West,Mobile App,Electronics,Product2,5,3017,15085,Yes,3,5
575,2024-10-24,2599,Delhi,South,Website,Sports,Product83,4,4003,16012,No,5,2
576,2024-08-21,2036,Kolkata,South,Other,Beauty,Product57,5,4381,21905,No,5,1
577,2024-04-11,1415,Mumbai,East,Website,Fashion,Product31,5,2388,11940,No,1,5
578,2024-04-27,2459,Bengaluru,East,Other,Beauty,Product36,2,3788,7576,No,5,5
579,2024-09-19,1447,Pune,West,Other,Beauty,Product68,4,384,1536,No,6,3
580,2024-04-17,2271,Delhi,West,Website,Home,Product30,1,4135,4135,No,7,1
581,2024-01-05,2616,Bengaluru,NE,Website,Electronics,Product4,3,2356,7068,No,6,5
582,2024-10-20,1487,Mumbai,North,Mobile App,Home,Product11,3,957,2871,No,5,1
583,2024-10-17,2732,Delhi,South,Social,Electronics,Product6,4,1216,4864,No,6,1
584,2024-12-14,1738,Pune,NE,Other,Beauty,Product98,2,2420,4840,No,1,5
585,2024-06-10,1889,Delhi,NE,Mobile App,Books,Product57,4,1834,7336,No,7,4
586,2024-08-04,1230,Mumbai,NE,Mobile App,Home,Product52,3,813,2439,No,4,3
587,2024-12-21,2196,Bengaluru,NE,Website,Books,Product90,4,1209,4836,No,5,1
588,2024-08-11,2545,Pune,East,Website,Sports,Product29,3,2215,6645,Yes,6,3
589,2024-07-15,2001,Mumbai,South,Mobile App,Fashion,Product80,2,1668,3336,No,2,5
590,2024-09-13,1061,Hyderabad,South,Mobile App,Sports,Product96,5,898,4490,No,5,5
591,2024-02-23,2929,Pune,North,Other,Home,Product75,4,744,2976,No,4,1
592,2024-07-22,1847,Delhi,NE,Other,Beauty,Product75,4,4852,19408,No,2,2
593,2024-10-18,1007,Mumbai,NE,Other,Books,Product86,3,3185,9555,No,2,3
594,2024-01-26,1638,Pune,NE,Mobile App,Fashion,Product37,1,3821,3821,No,2,4
595,2024-09-14,2506,Mumbai,North,Mobile App,Fashion,Product7,5,3319,16595,No,1,2
596,2024-10-01,1611,Delhi,West,Other,Fashion,Product47,3,4169,12507,Yes,3,5
597,2024-01-01,1555,Kolkata,East,Website,Books,Product100,1,2311,2311,No,5,2
598,2024-06-11,2263,Hyderabad,NE,Website,Books,Product77,5,1703,8515,No,3,1
599,2024-06-03,1470,Delhi,North,Website,Fashion,Product82,5,588,2940,No,2,2
600,2024-02-24,2333,Delhi,North,Social,Books,Product85,2,3253,6506,No,4,5
601,2024-02-17,2592,Mumbai,East,Website,Sports,Product75,5,2006,10030,No,1,1
602,2024-05-08,2273,Pune,South,Website,Electronics,Product48,1,642,642,No,3,2
603,2024-07-15,2446,Delhi,East,Website,Fashion,Product66,2,4049,8098,No,3,3
